pet_id,issue_date,listing_date,condition,color_type,length_m,height_cm,X1,X2,breed_category,pet_category
ANSL_67246,12/9/2017 0:00,3/12/2018 13:59,0,Tortie,0.83,39.92,7,1,1,1
ANSL_64041,6/17/2017 0:00,9/23/2017 18:26,1,Black,0.77,37.3,0,1,0,2
ANSL_63218,7/16/2016 0:00,2/6/2017 14:54,,Gray,0.54,5.31,13,9,2,4
ANSL_53872,3/4/2006 0:00,3/23/2017 17:00,2,Yellow,0.88,35.49,0,7,1,2
ANSL_66584,7/15/2016 0:00,2/10/2017 17:49,1,White,0.85,6.84,13,9,0,2
ANSL_72079,3/5/2017 0:00,5/28/2017 18:21,0,Black,0.79,18.46,7,1,1,2
ANSL_59558,8/4/2017 0:00,10/1/2018 17:59,0,Brown Tabby,0.23,17.67,0,1,1,1
ANSL_60241,7/7/2017 0:00,10/19/2017 17:59,0,Black,0.01,5.1,7,1,1,1
ANSL_55660,7/21/2016 0:00,8/15/2018 11:22,2,Tan,0.83,34.37,13,9,0,2
ANSL_57651,7/10/2016 0:00,11/22/2016 15:13,0,Brown Tabby,0.25,16.36,0,1,1,1
ANSL_57207,9/28/2016 0:00,11/9/2016 18:19,2,Black,0.14,44.77,13,9,1,1
ANSL_72709,7/19/2014 0:00,8/13/2016 16:09,1,Black,0.51,14.21,0,1,0,2
ANSL_62531,11/24/2013 0:00,1/14/2019 17:39,2,Red Tick,0.68,29.36,13,9,0,2
ANSL_53815,2/3/2017 0:00,5/3/2017 11:45,1,Blue Tabby,0.53,19.17,0,1,0,1
ANSL_53400,5/17/2015 0:00,2/25/2017 12:39,1,Tan,0.96,47.06,0,7,0,2
ANSL_71329,3/11/2017 0:00,3/29/2019 15:46,,Brown,0.95,27.75,18,4,2,4
ANSL_67034,2/3/2016 0:00,2/24/2018 16:53,0,Black,0.27,21.86,0,7,1,2
ANSL_70270,10/9/2017 0:00,11/5/2018 18:20,1,Brown Brindle,0.49,17.2,0,1,0,2
ANSL_64248,4/1/2017 0:00,4/23/2018 16:19,2,Sable,0.49,16.33,0,7,1,2
ANSL_56599,9/5/2017 0:00,9/26/2018 10:10,,Black,0.04,21.37,15,4,2,4
ANSL_52604,7/9/2018 0:00,11/2/2018 18:02,0,Tan,0.49,5.19,0,1,1,2
ANSL_57523,11/30/2008 0:00,4/20/2017 10:46,0,Black,0.18,22,0,1,1,1
ANSL_52408,8/12/2015 0:00,9/11/2016 11:27,1,Black,0.76,45.71,0,1,0,2
ANSL_52337,8/1/2017 0:00,3/30/2018 18:11,0,Black,0.39,26.41,0,1,1,2
ANSL_65771,3/8/2016 0:00,6/5/2018 18:29,1,Fawn,0.69,12.6,0,1,0,2
ANSL_60523,1/19/2017 0:00,2/14/2019 11:53,2,Tan,0.41,13.97,0,7,1,2
ANSL_73218,5/30/2017 0:00,8/24/2017 17:45,0,White,0.99,8.01,0,1,1,2
ANSL_72975,8/26/2017 0:00,9/21/2018 9:59,0,Brown Tabby,0.71,38.9,17,9,1,1
ANSL_55681,6/4/2008 0:00,6/25/2018 19:08,1,Buff,0.97,36.87,0,7,0,2
ANSL_59616,7/31/2008 0:00,8/21/2016 18:43,0,White,0.65,47.13,0,7,1,2
ANSL_50538,6/12/2018 0:00,2/2/2019 15:59,2,Gray,0.14,17.16,0,7,1,2
ANSL_57059,7/7/2017 0:00,10/13/2017 9:00,2,Blue,0.45,33.95,16,9,0,1
ANSL_56118,2/26/2018 0:00,1/22/2019 17:56,1,Black,0.86,10.49,0,1,0,2
ANSL_53162,7/18/2018 0:00,10/11/2018 17:21,0,Brown Tabby,0.45,24.67,7,1,1,1
ANSL_60335,6/7/2016 0:00,10/29/2016 9:00,2,Brown Tabby,0.07,32.19,16,9,1,1
ANSL_68130,7/25/2006 0:00,2/21/2018 15:53,1,Brown,0.85,23.61,18,4,0,2
ANSL_50571,3/9/2017 0:00,3/31/2018 18:33,1,Black,0.41,15.84,0,1,0,2
ANSL_66736,7/31/2013 0:00,8/25/2018 15:51,1,Gray,0.9,24.02,13,9,0,2
ANSL_71684,6/28/2016 0:00,7/19/2017 9:22,,Brown,0.24,48.7,15,4,2,4
ANSL_71534,8/9/2018 0:00,9/22/2018 15:49,2,Black,0.31,49.62,13,9,0,1
ANSL_74314,7/26/2017 0:00,11/12/2017 12:46,0,White,0.97,34.44,7,1,1,2
ANSL_53805,8/16/2015 0:00,9/6/2016 11:04,,Brown,0.26,49.46,15,4,2,4
ANSL_61394,7/2/2017 0:00,10/8/2017 11:50,0,Calico,0.7,16.08,0,1,1,1
ANSL_74714,7/14/2009 0:00,8/4/2016 9:00,1,Black,0.42,32.5,16,9,0,1
ANSL_55641,2/7/2015 0:00,3/4/2017 19:50,2,Tortie,0.16,29.24,16,9,1,1
ANSL_52921,9/5/2015 0:00,10/2/2018 18:27,1,Black,0.48,28.93,0,1,0,2
ANSL_64866,8/23/2015 0:00,11/3/2018 16:18,1,White,0.68,45.57,0,1,0,2
ANSL_74867,6/17/2017 0:00,10/2/2017 17:25,1,Brown Tabby,0.97,13.64,0,1,0,1
ANSL_71700,7/5/2015 0:00,8/14/2017 14:44,2,Black,0.96,9.45,0,1,0,0
ANSL_50529,9/3/2018 0:00,12/11/2018 18:48,1,Orange Tabby,1,41.19,0,1,0,1
ANSL_76189,4/2/2018 0:00,4/27/2019 16:18,0,Black,0.05,5.43,0,1,1,2
ANSL_72575,11/14/2015 0:00,12/5/2016 9:58,2,Black,0.24,10.53,18,4,0,1
ANSL_56116,10/12/2017 0:00,2/2/2018 9:00,2,Orange Tabby,0.8,16.81,16,9,0,1
ANSL_58841,8/28/2010 0:00,1/17/2019 9:37,0,Gold,0.26,7.03,7,1,1,2
ANSL_50616,7/1/2018 0:00,9/28/2018 18:40,0,Brown,0.45,23.94,0,1,1,2
ANSL_74128,4/7/2018 0:00,7/22/2018 15:02,0,Tortie,0.99,42.52,7,1,1,1
ANSL_75558,10/24/2018 0:00,1/8/2019 15:28,2,Black,0.83,9.44,0,1,0,1
ANSL_61692,8/8/2018 0:00,9/14/2018 13:36,,Brown Tabby,0.1,23.83,18,4,2,1
ANSL_51186,6/14/2018 0:00,9/23/2018 19:16,0,Brown Tabby,0.58,12.44,0,1,1,1
ANSL_61359,11/10/2015 0:00,12/2/2018 12:04,2,Tricolor,0.53,40.81,0,1,1,2
ANSL_59902,4/19/2012 0:00,5/16/2017 16:30,1,Black,0.87,10.98,0,1,0,2
ANSL_53429,1/18/2017 0:00,2/14/2019 19:14,0,Tan,0.16,17.15,0,1,1,2
ANSL_67097,5/4/2016 0:00,6/18/2017 14:34,2,Yellow,0.5,26.3,0,1,0,0
ANSL_61501,8/3/2017 0:00,10/6/2017 14:19,2,Brown Tabby,0.06,36.37,18,4,0,1
ANSL_68222,2/7/2015 0:00,3/18/2017 18:25,0,White,0.13,35.3,0,1,1,2
ANSL_57879,7/26/2016 0:00,10/13/2016 12:10,2,Brown Tabby,0.72,19.95,0,1,1,1
ANSL_63191,1/25/2010 0:00,3/16/2018 18:26,1,White,0.66,28.71,0,1,0,1
ANSL_73009,2/5/2016 0:00,3/27/2018 12:46,0,Tortie,0.87,18.75,0,1,1,1
ANSL_76858,10/18/2018 0:00,5/11/2019 16:38,1,Orange Tabby,0.21,28.19,0,1,0,1
ANSL_57253,10/30/2016 0:00,2/22/2019 12:02,0,Red,0.04,24.87,0,7,1,2
ANSL_65333,8/14/2017 0:00,9/10/2018 14:06,1,White,0.53,28.37,13,9,0,2
ANSL_55043,12/17/2016 0:00,8/3/2017 14:32,0,Black,0.22,31.63,13,9,1,1
ANSL_70619,6/15/2018 0:00,2/22/2019 12:53,1,Black,0.87,37.19,0,1,0,4
ANSL_63187,10/18/2005 0:00,11/10/2017 11:53,2,Tricolor,0.3,20.64,13,9,0,2
ANSL_59568,12/30/2017 0:00,4/25/2018 15:54,2,Brown Tabby,0.7,31.89,0,1,0,1
ANSL_69668,10/8/2009 0:00,7/28/2018 16:00,1,Brown Brindle,0.76,10.93,13,9,0,2
ANSL_61925,10/9/2016 0:00,10/29/2018 18:54,,White,0.32,6.34,0,7,2,2
ANSL_73232,8/19/2015 0:00,9/13/2016 17:03,0,Brown,0.45,30.3,0,1,1,2
ANSL_51610,8/3/2018 0:00,10/28/2018 17:09,0,Brown,0.99,39.65,0,1,1,2
ANSL_74651,3/31/2016 0:00,9/30/2016 0:00,0,Brown,0.69,18.13,13,9,1,2
ANSL_66378,8/14/2016 0:00,9/10/2017 18:26,0,Orange Tabby,0.39,27.18,16,9,1,1
ANSL_66473,8/14/2018 0:00,11/8/2018 18:38,1,Lynx Point,0.76,38.62,0,1,0,1
ANSL_63702,5/21/2015 0:00,6/21/2018 12:08,0,Black,0.64,23.18,0,7,1,2
ANSL_53913,10/27/2017 0:00,3/10/2018 19:12,0,Tortie,0.43,48.83,0,1,1,1
ANSL_62936,12/17/2017 0:00,3/9/2018 17:32,0,Tortie,0.14,11.08,0,1,1,1
ANSL_52198,9/7/2013 0:00,10/2/2018 11:32,0,Black,0.75,29.54,0,1,1,2
ANSL_56986,7/13/2015 0:00,8/3/2017 9:50,,Brown,0.98,38.73,0,3,2,4
ANSL_60069,11/14/2018 0:00,2/16/2019 17:24,2,White,0.29,27.73,13,9,1,1
ANSL_61711,7/5/2015 0:00,7/25/2016 11:24,,Gray,0.94,6.13,11,4,2,4
ANSL_51442,12/14/2011 0:00,1/18/2019 19:13,0,Blue,0.7,38.05,0,1,1,1
ANSL_61409,10/5/2016 0:00,11/9/2016 18:18,2,Orange Tabby,0.77,11.45,13,9,1,1
ANSL_75603,3/20/2009 0:00,4/13/2019 16:11,2,Brown Tabby,0.19,32.98,13,9,0,1
ANSL_74828,1/7/2018 0:00,5/14/2018 8:31,0,Torbie,0.68,40.45,7,1,1,1
ANSL_72282,5/10/2015 0:00,6/3/2018 17:54,0,Tan,0.94,14.32,0,1,1,2
ANSL_72919,7/5/2017 0:00,10/5/2017 18:35,0,Brown Tabby,0.21,8.81,0,1,1,1
ANSL_52808,8/14/2018 0:00,9/21/2018 13:25,2,Black,0.79,9.61,13,9,0,1
ANSL_57788,6/28/2017 0:00,9/9/2017 13:16,2,Black,0.37,41.89,13,9,1,2
ANSL_71817,8/19/2014 0:00,9/21/2017 19:07,1,Blue Tiger,0.8,13.67,0,1,0,2
ANSL_70521,8/8/2006 0:00,9/1/2016 11:22,2,Gold,0.64,27.82,13,9,0,2
ANSL_69945,2/4/2017 0:00,3/14/2018 16:58,0,White,0.95,36.32,0,1,1,2
ANSL_71773,7/2/2015 0:00,9/13/2017 13:46,1,Black,0.85,44.2,7,1,0,2
ANSL_66884,4/9/2015 0:00,7/10/2017 18:21,2,White,0.6,18.6,0,7,1,2
ANSL_73674,11/27/2007 0:00,1/11/2019 5:00,0,Tan,0.81,16.57,2,4,1,2
ANSL_69130,3/14/2015 0:00,7/14/2017 11:30,1,Gray,0.69,26.1,13,9,0,2
ANSL_68368,1/15/2016 0:00,2/8/2017 18:38,2,Black,0.35,32.16,0,7,0,2
ANSL_63526,2/13/2017 0:00,4/1/2018 12:23,0,Torbie,0.24,47.88,0,1,1,1
ANSL_69905,5/15/2011 0:00,3/7/2017 12:31,1,Orange Tabby,0.27,25.7,0,7,0,1
ANSL_54127,12/18/2018 0:00,1/15/2019 0:00,,Brown Tabby,0.03,32.37,13,9,2,1
ANSL_56919,7/12/2016 0:00,8/1/2017 18:38,0,Brown Tabby,0.95,42.98,0,7,1,1
ANSL_75587,11/12/2018 0:00,4/12/2019 20:47,1,Brown Tabby,0.16,6.66,0,1,0,1
ANSL_62350,9/25/2016 0:00,10/16/2017 9:00,1,Black,0.48,12.95,16,9,0,1
ANSL_70339,6/12/2005 0:00,7/3/2017 17:56,2,Tan,0.97,15.68,0,7,0,2
ANSL_51446,11/18/2012 0:00,12/13/2016 18:00,1,Black,0.47,10.31,0,7,0,2
ANSL_63639,3/25/2016 0:00,10/16/2017 9:06,2,Brown,0.05,27,0,7,1,2
ANSL_64572,10/19/2016 0:00,1/18/2017 12:22,1,Black,0.97,20.26,7,1,0,1
ANSL_52774,10/31/2016 0:00,4/1/2017 17:45,1,Orange Tabby,0.66,9.11,0,1,0,1
ANSL_71538,9/12/2016 0:00,3/23/2017 16:21,0,Calico,0.76,30.32,0,1,1,1
ANSL_60318,11/22/2016 0:00,6/19/2017 16:56,1,Black,0.08,8.58,0,1,0,1
ANSL_66120,3/19/2017 0:00,11/14/2017 13:32,2,Red,0,45.73,13,9,0,2
ANSL_52733,10/11/2016 0:00,11/21/2016 0:00,2,Orange Tabby,0.97,14.06,13,9,1,1
ANSL_61098,7/30/2017 0:00,8/24/2017 16:02,,Blue Tabby,0.11,33.86,13,9,2,1
ANSL_75348,2/28/2017 0:00,4/7/2019 16:38,0,Brown Tabby,0.26,19.83,0,1,1,1
ANSL_62961,2/17/2016 0:00,9/11/2016 18:35,0,Red,0.16,6.93,0,1,1,2
ANSL_73410,12/8/2018 0:00,3/28/2019 17:26,1,Black,0.44,36.81,0,1,0,1
ANSL_74044,7/6/2016 0:00,12/7/2016 12:38,2,Black,0.4,31.97,8,5,0,1
ANSL_58845,1/9/2016 0:00,2/6/2019 17:00,0,Tan,0.63,13.59,0,1,1,2
ANSL_59569,8/3/2016 0:00,1/17/2017 12:00,1,Black,0.6,12.3,13,9,0,1
ANSL_64459,8/7/2015 0:00,9/1/2017 18:19,1,Brown Tabby,0.49,12.2,16,9,0,1
ANSL_50159,8/8/2015 0:00,8/29/2016 17:00,2,Black,0.25,43.13,18,4,1,1
ANSL_61770,12/23/2006 0:00,1/21/2019 11:25,1,Blue Tabby,0.56,25.06,0,7,0,1
ANSL_54813,7/22/2017 0:00,2/17/2018 15:18,0,Black,0.93,22,0,1,1,1
ANSL_56811,5/29/2015 0:00,7/6/2018 18:01,1,Tan,0.69,15.61,0,1,0,2
ANSL_64828,9/28/2015 0:00,10/25/2016 11:34,1,White,0.72,9.84,0,7,0,2
ANSL_75220,12/25/2015 0:00,1/20/2017 14:58,2,Fawn,0.39,7.82,13,9,0,2
ANSL_62735,7/21/2018 0:00,11/22/2018 14:45,0,Cream Tabby,0.15,22.52,7,1,1,1
ANSL_54557,10/12/2015 0:00,11/2/2016 8:15,2,Black,0.56,27.6,18,4,1,1
ANSL_62976,5/4/2016 0:00,2/2/2017 17:24,0,Black,0.77,47.52,0,1,1,1
ANSL_75189,7/6/2016 0:00,9/15/2016 14:25,2,Black,0.41,14.64,13,9,0,1
ANSL_50992,7/23/2015 0:00,2/19/2017 14:41,0,Brown,0.26,7.06,13,9,1,2
ANSL_52825,11/29/2013 0:00,3/6/2017 18:20,0,Brown,0.33,31.02,0,1,1,2
ANSL_70817,1/17/2012 0:00,3/2/2018 16:44,0,Blue,0.03,30.72,0,7,1,2
ANSL_52685,6/5/2015 0:00,6/26/2017 14:57,,Gray,0.1,49.43,15,4,2,4
ANSL_72065,12/31/2006 0:00,2/15/2019 15:31,1,Black,0.38,14.77,0,1,0,2
ANSL_63561,1/30/2016 0:00,2/23/2017 17:04,1,Silver,0.53,26.39,0,7,0,2
ANSL_68383,12/27/2015 0:00,1/21/2018 18:50,1,Black,0.76,27.02,0,1,0,2
ANSL_75138,11/4/2015 0:00,11/30/2017 11:36,1,Buff,0.97,38.02,0,1,0,2
ANSL_58008,6/10/2014 0:00,7/10/2018 17:07,0,Red Merle,0.41,6.38,0,7,1,2
ANSL_63524,12/24/2017 0:00,1/25/2019 12:46,1,White,0.88,13.81,0,1,0,2
ANSL_69892,12/17/2010 0:00,1/12/2019 16:25,2,Tan,0.22,6.72,13,9,0,2
ANSL_53667,10/28/2017 0:00,12/18/2017 16:52,,Black,0.88,29.35,15,4,2,4
ANSL_75514,3/20/2013 0:00,4/10/2019 17:02,0,Buff,0.34,9.6,0,7,1,2
ANSL_63517,11/2/2018 0:00,12/12/2018 18:11,2,Brown Tabby,0.57,28.2,13,9,0,1
ANSL_57708,3/20/2014 0:00,4/13/2017 12:53,1,Cream,0.1,34.8,0,7,0,2
ANSL_59403,12/6/2018 0:00,1/11/2019 18:42,,Calico,0.52,21.94,13,9,2,1
ANSL_67768,3/23/2017 0:00,4/15/2018 11:56,2,White,0.59,17.64,0,7,0,2
ANSL_70252,7/31/2013 0:00,9/6/2017 15:11,2,Tan,0.06,27.34,13,9,1,2
ANSL_68254,3/30/2014 0:00,4/22/2018 13:03,2,Fawn,0.56,19,0,7,1,2
ANSL_51516,1/25/2016 0:00,5/10/2017 16:17,0,Chocolate,0.35,18.35,0,1,1,2
ANSL_75094,7/17/2016 0:00,8/21/2016 18:54,,Black,0.6,14.73,13,9,2,1
ANSL_54379,5/13/2010 0:00,6/4/2018 14:10,0,White,0.25,19.72,0,7,1,2
ANSL_70013,1/2/2018 0:00,6/17/2018 13:53,1,White,0.25,17.65,13,9,0,2
ANSL_76256,3/31/2016 0:00,4/28/2019 18:48,0,Brown Tabby,0.28,7.53,0,1,1,1
ANSL_55618,3/19/2016 0:00,5/14/2018 17:43,1,Black,0.77,27.82,0,7,0,2
ANSL_54838,6/30/2017 0:00,10/10/2017 17:55,0,Blue,0.25,6.11,0,1,1,1
ANSL_76391,4/3/2017 0:00,4/29/2019 19:07,0,Black,0.41,6.04,13,9,1,2
ANSL_58770,1/17/2018 0:00,2/11/2019 17:46,1,Black,0.23,48.88,0,1,0,2
ANSL_55987,12/26/2017 0:00,3/31/2018 18:09,0,Brown,0.89,41.98,0,1,1,2
ANSL_54398,11/3/2018 0:00,1/24/2019 18:14,,Black,0.7,11.34,18,4,2,1
ANSL_66107,6/24/2016 0:00,10/7/2016 16:28,0,Brown Tabby,0.49,45.05,7,1,1,1
ANSL_71160,5/26/2016 0:00,10/9/2016 19:21,0,Tortie Point,0.35,34.13,0,1,1,1
ANSL_53733,11/26/2015 0:00,1/1/2018 19:11,0,Calico,0.91,40.2,0,7,1,1
ANSL_55929,11/28/2016 0:00,6/24/2017 12:58,1,Tan,0.24,33.07,13,9,0,2
ANSL_52645,8/25/2008 0:00,9/19/2016 15:54,2,Orange Tabby,0.46,33.55,13,9,1,1
ANSL_61775,6/7/2018 0:00,7/28/2018 14:40,2,Torbie,0.48,15.17,13,9,1,1
ANSL_63421,11/15/2015 0:00,10/10/2016 16:23,2,Black,0.9,21.18,13,9,1,2
ANSL_55774,11/13/2016 0:00,12/26/2016 10:45,2,Tortie,0.07,12.36,13,9,1,1
ANSL_60508,5/26/2016 0:00,6/23/2018 17:03,0,Blue,0.15,21.38,0,1,1,2
ANSL_60756,7/10/2015 0:00,8/1/2016 17:04,1,Fawn,0.75,11.58,0,7,0,2
ANSL_54148,1/11/2013 0:00,7/14/2017 17:08,0,Brown Brindle,0.92,36.07,0,7,1,2
ANSL_73050,9/11/2015 0:00,10/6/2017 17:30,0,Tan,0.69,45.48,0,1,1,2
ANSL_54655,7/2/2016 0:00,11/2/2016 18:05,0,Black,0.3,20.83,0,1,1,2
ANSL_75309,3/19/2018 0:00,4/6/2019 15:40,,Brown,0.67,19.99,15,4,2,4
ANSL_67020,4/6/2013 0:00,5/5/2018 11:53,1,Blue,0.44,29.18,0,7,0,1
ANSL_64385,4/10/2016 0:00,1/23/2018 11:04,1,Black,0.16,41.1,0,7,0,2
ANSL_70480,9/7/2016 0:00,10/15/2017 17:28,0,Tortie,0.82,46.87,0,1,1,1
ANSL_69638,11/21/2016 0:00,1/13/2019 12:27,2,Black,0.16,23.11,13,9,1,2
ANSL_76276,4/5/2018 0:00,4/29/2019 16:47,,Buff,0.8,42.98,0,7,2,4
ANSL_69527,10/16/2010 0:00,11/9/2016 18:46,1,Brown Tabby,0.96,33.81,0,1,0,1
ANSL_68502,7/10/2015 0:00,11/25/2016 14:51,1,Brown,0.48,41.79,0,7,0,2
ANSL_72402,4/11/2018 0:00,3/10/2019 17:18,0,Black,0.02,27.21,0,1,1,2
ANSL_72869,9/29/2016 0:00,1/2/2017 18:46,0,Black,0.53,39.79,0,1,1,1
ANSL_58206,11/11/2015 0:00,12/11/2017 14:40,2,Black,0.13,18.43,13,9,0,1
ANSL_55048,8/20/2017 0:00,12/27/2017 10:51,0,Black,0.81,40.39,7,1,1,1
ANSL_50701,1/8/2018 0:00,2/3/2019 17:07,1,Black,0.95,27.83,0,1,0,2
ANSL_58397,3/23/2018 0:00,6/29/2018 17:01,0,Tan,0.97,23.51,13,9,1,2
ANSL_55966,6/4/2016 0:00,1/21/2017 18:21,1,Brown Tabby,0.94,6.21,7,1,0,1
ANSL_66508,9/15/2014 0:00,10/7/2016 12:20,2,Blue,0.25,25.56,0,7,1,2
ANSL_70529,8/14/2017 0:00,9/8/2017 11:00,,Black,0.87,26.05,13,9,2,1
ANSL_69085,1/1/2017 0:00,1/23/2018 9:00,2,Torbie,0.03,43.67,16,9,1,1
ANSL_58650,2/2/2018 0:00,3/10/2018 17:45,,Calico,0.58,5.36,13,9,2,1
ANSL_65786,3/31/2015 0:00,4/27/2017 18:01,2,Black,0.53,10.32,18,4,0,2
ANSL_55147,6/2/2018 0:00,6/27/2018 13:33,,White,0.03,36.21,13,9,2,1
ANSL_59710,9/4/2014 0:00,9/26/2017 9:00,1,Seal Point,0.77,38.69,16,9,0,1
ANSL_68878,10/5/2010 0:00,11/1/2017 18:16,0,Tan,0.86,34,0,1,1,2
ANSL_68402,9/14/2016 0:00,1/16/2017 12:36,0,Calico,0.45,40.66,0,1,1,1
ANSL_57802,7/2/2016 0:00,10/29/2016 19:01,1,Brown Tabby,0.94,35.94,7,1,0,1
ANSL_49970,5/24/2011 0:00,6/14/2018 14:03,2,Tan,0.78,45.95,0,7,1,2
ANSL_58925,7/26/2017 0:00,10/19/2017 19:19,1,Black,0.37,21.45,7,1,0,1
ANSL_55066,8/8/2017 0:00,9/14/2017 8:49,2,Black,0.42,23.78,13,9,0,1
ANSL_50482,3/20/2012 0:00,4/15/2017 17:45,1,White,0.09,20.52,0,1,0,2
ANSL_66112,7/21/2017 0:00,8/18/2018 18:43,1,Brown Brindle,0.21,16.71,0,1,0,2
ANSL_57822,9/5/2015 0:00,10/15/2016 13:17,1,Black,0.2,44.22,0,1,0,2
ANSL_59906,8/6/2017 0:00,11/27/2017 18:24,2,Brown,0.17,5.17,13,9,1,2
ANSL_64695,1/31/2016 0:00,8/11/2016 12:37,2,Brown,0.27,19.56,13,9,1,2
ANSL_75691,11/23/2018 0:00,4/15/2019 16:36,2,Brown Tabby,0.69,46.8,0,1,0,1
ANSL_60804,11/11/2014 0:00,4/6/2017 12:57,0,Brown,0.31,20.25,7,1,1,2
ANSL_65690,7/12/2014 0:00,8/18/2016 18:22,1,Red Tick,1,28.48,0,1,0,2
ANSL_70194,3/4/2006 0:00,3/22/2018 13:55,0,Fawn,0.25,6.35,0,7,1,2
ANSL_67267,9/4/2014 0:00,10/22/2016 19:04,0,Tan,0.76,17.77,0,1,1,2
ANSL_56554,2/4/2016 0:00,8/29/2016 17:30,1,Brown,0.83,24.14,0,1,0,2
ANSL_55979,5/30/2016 0:00,6/24/2017 19:05,0,Tan,0.58,39.44,0,1,1,2
ANSL_51760,10/28/2015 0:00,11/22/2017 14:36,0,White,0.2,34.31,13,9,1,1
ANSL_65768,2/18/2017 0:00,3/13/2019 16:10,0,White,0.2,40.22,13,9,1,2
ANSL_60075,4/28/2013 0:00,9/16/2016 14:45,1,Brown,0.51,26.36,0,1,0,2
ANSL_74512,12/3/2016 0:00,12/23/2018 16:19,2,Brown,0.3,33.3,0,7,0,2
ANSL_61762,12/18/2015 0:00,1/8/2017 9:00,,Brown Tabby,0.17,25.7,16,9,2,1
ANSL_62636,10/11/2017 0:00,3/9/2018 13:45,1,Cream Tabby,0.93,32.84,7,1,0,1
ANSL_70976,6/24/2018 0:00,8/14/2018 14:24,,Brown Tabby,0.86,31.81,13,9,2,1
ANSL_61799,9/5/2013 0:00,9/27/2016 11:06,0,Brown Brindle,0.69,13.05,0,7,1,2
ANSL_61938,3/4/2016 0:00,9/8/2016 18:02,1,Black,0.21,37.51,0,7,0,2
ANSL_70663,1/16/2017 0:00,2/10/2019 16:36,1,Black,0.06,47.15,0,7,0,1
ANSL_63811,9/15/2017 0:00,12/24/2017 14:23,0,Blue,0.61,12.83,7,1,1,1
ANSL_61304,5/29/2018 0:00,2/23/2019 11:27,,Cream Tabby,0.46,27.68,17,9,2,1
ANSL_68540,9/28/2015 0:00,10/20/2016 14:01,2,Brown,0.39,38.5,13,9,1,2
ANSL_67377,11/16/2007 0:00,12/14/2017 14:08,1,White,0.44,38.22,13,9,0,2
ANSL_64629,1/9/2012 0:00,1/30/2017 16:47,2,White,0.77,8.12,18,4,0,1
ANSL_66941,10/24/2006 0:00,11/14/2017 14:16,0,White,0.83,41.47,0,7,1,2
ANSL_63121,2/6/2016 0:00,8/7/2016 13:00,1,Tan,0.37,37.33,7,1,0,2
ANSL_58204,7/11/2016 0:00,10/1/2016 17:52,2,White,0.93,20.94,13,9,1,2
ANSL_75567,2/21/2012 0:00,4/12/2019 15:25,0,Torbie,0.7,28.45,0,1,1,1
ANSL_50615,6/10/2018 0:00,9/1/2018 17:55,2,Tricolor,0.73,26.99,0,7,0,2
ANSL_56316,4/2/2018 0:00,2/9/2019 17:46,1,Tan,0.64,15.83,0,1,0,2
ANSL_62810,6/13/2016 0:00,1/4/2017 9:00,2,Tortie,0.85,16.59,16,9,1,1
ANSL_64430,8/8/2016 0:00,6/11/2018 13:34,0,Brown Tabby,0.45,35.4,0,7,1,1
ANSL_54748,4/5/2009 0:00,4/27/2017 14:44,0,White,0.19,48.67,0,7,1,2
ANSL_58285,10/24/2016 0:00,1/26/2017 17:39,1,Black,0.33,17.12,0,1,0,1
ANSL_65943,7/28/2018 0:00,2/22/2019 15:50,0,White,0.74,26.27,0,1,1,2
ANSL_74263,9/5/2014 0:00,11/25/2018 12:43,0,Tan,0.4,19.91,7,1,1,2
ANSL_68919,6/26/2017 0:00,8/1/2017 16:19,,White,0.12,14.8,13,9,2,1
ANSL_59545,8/25/2015 0:00,6/4/2017 13:33,1,Black,0.2,23.36,0,1,0,2
ANSL_53779,7/14/2018 0:00,10/21/2018 12:04,1,Black,0.51,44.62,7,1,0,1
ANSL_66432,12/31/2011 0:00,1/22/2017 15:08,1,Black,0.19,14.34,0,7,0,2
ANSL_76355,3/25/2017 0:00,4/24/2019 18:32,0,Fawn,0.81,25.94,0,1,1,2
ANSL_62959,3/2/2018 0:00,2/3/2019 15:28,1,Black,0.62,27.69,13,9,0,1
ANSL_66929,7/14/2016 0:00,8/3/2017 17:37,,Brown,0.86,17.86,18,4,2,4
ANSL_61381,9/10/2016 0:00,8/7/2017 16:33,0,Yellow,0.93,24.58,0,7,1,2
ANSL_69390,2/10/2007 0:00,3/5/2017 13:16,1,Black,0.89,9.45,13,9,0,2
ANSL_63181,9/18/2018 0:00,1/14/2019 11:33,1,Black,0.02,28.81,10,2,0,1
ANSL_69002,10/22/2017 0:00,11/18/2018 16:03,0,Chocolate,0.02,22.46,0,1,1,2
ANSL_75529,3/20/2015 0:00,4/11/2019 15:09,2,Red,0.71,14.21,0,7,1,2
ANSL_61975,3/20/2015 0:00,4/22/2017 17:32,0,Black,0.48,29.41,0,1,1,2
ANSL_59776,12/9/2014 0:00,3/10/2017 14:03,1,Black,0.56,48.79,13,9,0,1
ANSL_58836,5/22/2012 0:00,9/10/2018 14:05,0,White,0.75,13.5,0,7,1,2
ANSL_67628,1/19/2017 0:00,12/7/2017 12:13,2,White,0.03,31.29,0,1,1,2
ANSL_56659,12/22/2006 0:00,12/2/2016 12:36,1,Red Tick,0.52,41.14,0,7,0,2
ANSL_55994,10/3/2016 0:00,1/8/2017 13:47,0,Tortie,0.45,44.23,7,1,1,1
ANSL_52571,3/18/2017 0:00,4/9/2018 17:44,1,Black,0.45,18.89,0,1,0,2
